gene,score,pvalue,fdr
Mdh2,0.3046875,0.7662669382989407,0.04261705754339071
Prdm1,0.3125,0.7765960693359375,0.04261705754339071
Ebf1,0.359375,0.8315715193748474,0.04261705754339071
Ocln,0.375,0.847412109375,0.04261705754339071
Prdm16,0.37735849056603776,0.8497023185278566,0.04261705754339071
Adgrl1,0.3828125,0.8548996411263943,0.04261705754339071
Klf2,0.390625,0.8621081709861755,0.04261705754339071
Id1,0.40625,0.8757162094116211,0.04261705754339071
Ptprs,0.53125,0.8794126510620117,0.04261705754339071
Casp8,0.4140625,0.8821294866502285,0.04261705754339071
Fos,0.4296875,0.8942083083093166,0.04261705754339071
Adgrl2,0.4375,0.8998870849609375,0.04261705754339071
Tfdp2,0.4453125,0.905334111303091,0.04261705754339071
Nr5a2,0.46875,0.9203481674194336,0.04261705754339071
Slc6a6,0.46875,0.9203481674194336,0.04261705754339071
Foxj3,0.4765625,0.9249312244355679,0.04261705754339071
Foxp1,0.484375,0.929313600063324,0.04261705754339071
Clstn1,0.5,0.9375,0.04261705754339071
Itga1,0.5078125,0.9413156472146511,0.04261705754339071
Idh2,0.5094339622641509,0.9420851529837029,0.04261705754339071
Dach1,0.625,0.9447093121707439,0.04261705754339071
Calcrl,0.515625,0.9449538588523865,0.04261705754339071
Maff,0.5234375,0.9484202228486538,0.04261705754339071
Adgre5,0.6415094339622641,0.94921875,0.04261705754339071
Mcam,0.546875,0.9578427672386169,0.04261705754339071
Egln2,0.5546875,0.9606758318841457,0.04261705754339071
Gnai2,0.7109375,0.9614563421418796,0.04261705754339071
Hif1a,0.5625,0.9633636474609375,0.04261705754339071
Sox5,0.5660377358490566,0.9645343547497294,0.04261705754339071
Yap1,0.5703125,0.965911265462637,0.04261705754339071
Ephb4,0.578125,0.9683236479759216,0.04261705754339071
Sox13,0.5859375,0.9706056676805019,0.04261705754339071
Zfpm1,0.6328125,0.9715835452079773,0.04261705754339071
Gja1,0.59375,0.9727621078491211,0.04261705754339071
Epha4,0.609375,0.976716935634613,0.04261705754339071
Pkm,0.6171875,0.9785244427621365,0.04261705754339071
Prdm5,0.640625,0.9833201766014099,0.04261705754339071
Ahr,0.6484375,0.9847239814698696,0.04261705754339071
Pbx3,0.65625,0.9860372543334961,0.04261705754339071
Ogdh,0.828125,0.9865293502807617,0.04261705754339071
Smad1,0.6640625,0.9872639738023281,0.04261705754339071
Klf4,0.7547169811320755,0.9883739463984966,0.04261705754339071
Ppia,0.671875,0.9884080290794373,0.04261705754339071
Vezf1,0.6796875,0.989473219960928,0.04261705754339071
Bmpr2,0.6875,0.9904632568359375,0.04261705754339071
Lpl,0.6953125,0.991381760686636,0.04261705754339071
Arl15,0.703125,0.9922322630882263,0.04261705754339071
Arnt,0.71875,0.9937429428100586,0.04261705754339071
Nr3c1,0.7265625,0.9944097362458706,0.04261705754339071
Il2rg,0.734375,0.9950217604637146,0.04261705754339071
Rora,0.7578125,0.9965596161782742,0.04261705754339071
Nr6a1,0.90625,0.9969358444213867,0.04261705754339071
Notch1,0.765625,0.9969825148582458,0.04261705754339071
Gria4,0.7734375,0.9973651729524136,0.04261705754339071
Egln1,0.796875,0.9982976317405701,0.04261705754339071
Rac1,0.8046875,0.9985448084771633,0.04261705754339071
Foxo1,0.8125,0.9987640380859375,0.04261705754339071
Foxo3,0.828125,0.9991273283958435,0.04261705754339071
Itgb1,0.8359375,0.9992755018174648,0.04261705754339071
Sp4,0.8490566037735849,0.9994808934968602,0.04261705754339071
Ptk2,0.859375,0.9996089339256287,0.04261705754339071
Dlg1,0.8671875,0.9996888600289822,0.04261705754339071
Nrp1,0.875,0.999755859375,0.04261705754339071
Auts2,0.8828125,0.9998114071786404,0.04261705754339071
Acvr1,0.890625,0.9998568892478943,0.04261705754339071
Taz,0.9245283018867925,0.9998807907104492,0.04261705754339071
Flrt2,0.8984375,0.9998936019837856,0.04261705754339071
Itgav,0.9056603773584906,0.9999207906336762,0.04261705754339071
Ccm2,0.9140625,0.9999454580247402,0.04261705754339071
Tlnrd1,0.921875,0.9999627470970154,0.04261705754339071
E2f3,0.9296875,0.9999755583703518,0.04261705754339071
Klf12,0.9375,0.9999847412109375,0.04261705754339071
Rbpj,0.9453125,0.9999910555779934,0.04261705754339071
Cxcl12,0.953125,0.9999951720237732,0.04261705754339071
Nedd4,0.9609375,0.9999976716935635,0.04261705754339071
Nfia,0.9765625,0.9999996982514858,0.04261705754339071
Igf2r,0.9921875,0.9999999962747097,0.04261705754339071
